DEBUG:root:Continuing training...
INFO:root:The model will run on cuda
INFO:root:step 0: train loss 1.6942, val loss 1.8393, iteration time 0.0000
INFO:root:step 500: train loss 1.6994, val loss 1.8539, iteration time 0.0309
INFO:root:step 1000: train loss 1.6729, val loss 1.8523, iteration time 0.0342
INFO:root:step 1500: train loss 1.6813, val loss 1.8415, iteration time 0.0302
INFO:root:step 2000: train loss 1.6798, val loss 1.8758, iteration time 0.0305
INFO:root:step 2500: train loss 1.6953, val loss 1.8540, iteration time 0.0311
INFO:root:step 3000: train loss 1.6760, val loss 1.8711, iteration time 0.0313
INFO:root:step 3500: train loss 1.6736, val loss 1.8405, iteration time 0.0307
INFO:root:step 4000: train loss 1.6713, val loss 1.8295, iteration time 0.0323
INFO:root:step 4500: train loss 1.6627, val loss 1.8224, iteration time 0.0308
INFO:root:step 5000: train loss 1.6709, val loss 1.8813, iteration time 0.0303
INFO:root:step 5500: train loss 1.6845, val loss 1.8728, iteration time 0.0309
INFO:root:step 6000: train loss 1.6747, val loss 1.8863, iteration time 0.0299
INFO:root:step 6500: train loss 1.6818, val loss 1.8532, iteration time 0.0298
INFO:root:step 7000: train loss 1.6752, val loss 1.8165, iteration time 0.0308
INFO:root:step 7500: train loss 1.6773, val loss 1.8645, iteration time 0.0315
INFO:root:step 8000: train loss 1.6692, val loss 1.8257, iteration time 0.0297
INFO:root:step 8500: train loss 1.6561, val loss 1.8399, iteration time 0.0302
INFO:root:step 9000: train loss 1.6652, val loss 1.8465, iteration time 0.0360
INFO:root:step 9500: train loss 1.6742, val loss 1.8277, iteration time 0.0336
INFO:root:step 10000: train loss 1.6930, val loss 1.8487, iteration time 0.0338
INFO:root:step 10500: train loss 1.7002, val loss 1.8535, iteration time 0.0329
INFO:root:step 11000: train loss 1.6456, val loss 1.8667, iteration time 0.0333
INFO:root:step 11500: train loss 1.6841, val loss 1.8546, iteration time 0.0328
INFO:root:step 12000: train loss 1.6731, val loss 1.8253, iteration time 0.0332
INFO:root:step 12500: train loss 1.6403, val loss 1.8287, iteration time 0.0321
INFO:root:step 13000: train loss 1.6637, val loss 1.8281, iteration time 0.0351
INFO:root:step 13500: train loss 1.6807, val loss 1.8335, iteration time 0.0352
INFO:root:step 14000: train loss 1.6770, val loss 1.8231, iteration time 0.0344
INFO:root:step 14500: train loss 1.6627, val loss 1.8628, iteration time 0.0340
INFO:root:step 15000: train loss 1.6711, val loss 1.8271, iteration time 0.0339
INFO:root:step 15500: train loss 1.6519, val loss 1.8312, iteration time 0.0310
INFO:root:step 16000: train loss 1.6685, val loss 1.8565, iteration time 0.0298
INFO:root:step 16500: train loss 1.6508, val loss 1.8438, iteration time 0.0355
INFO:root:step 17000: train loss 1.6677, val loss 1.8181, iteration time 0.0344
