DEBUG:root:Continuing training...
INFO:root:The model will run on cuda
INFO:root:step 0: train loss 1.7294, val loss 1.8984, iteration time 0.0000
INFO:root:step 500: train loss 1.6759, val loss 1.8841, iteration time 0.0347
INFO:root:step 1000: train loss 1.7213, val loss 1.8877, iteration time 0.0345
INFO:root:step 1500: train loss 1.7081, val loss 1.8623, iteration time 0.0353
INFO:root:step 2000: train loss 1.7077, val loss 1.8843, iteration time 0.0335
INFO:root:step 2500: train loss 1.7082, val loss 1.8600, iteration time 0.0306
INFO:root:step 3000: train loss 1.7087, val loss 1.9120, iteration time 0.0325
INFO:root:step 3500: train loss 1.7114, val loss 1.8496, iteration time 0.0335
INFO:root:step 4000: train loss 1.7040, val loss 1.8306, iteration time 0.0345
INFO:root:step 4500: train loss 1.7153, val loss 1.8691, iteration time 0.0330
INFO:root:step 5000: train loss 1.6962, val loss 1.8549, iteration time 0.0349
INFO:root:step 5500: train loss 1.6969, val loss 1.9224, iteration time 0.0349
INFO:root:step 6000: train loss 1.7030, val loss 1.8772, iteration time 0.0337
INFO:root:step 6500: train loss 1.7043, val loss 1.8726, iteration time 0.0332
INFO:root:step 7000: train loss 1.6854, val loss 1.8599, iteration time 0.0340
INFO:root:step 7500: train loss 1.7180, val loss 1.8776, iteration time 0.0333
INFO:root:step 8000: train loss 1.7168, val loss 1.8908, iteration time 0.0356
INFO:root:step 8500: train loss 1.6847, val loss 1.9085, iteration time 0.0352
INFO:root:step 9000: train loss 1.7016, val loss 1.8605, iteration time 0.0343
INFO:root:step 9500: train loss 1.7021, val loss 1.8324, iteration time 0.0349
INFO:root:step 10000: train loss 1.7117, val loss 1.9022, iteration time 0.0345
INFO:root:step 10500: train loss 1.7194, val loss 1.8374, iteration time 0.0332
INFO:root:step 11000: train loss 1.6882, val loss 1.8599, iteration time 0.0338
INFO:root:step 11500: train loss 1.6959, val loss 1.8550, iteration time 0.0345
INFO:root:step 12000: train loss 1.6987, val loss 1.8575, iteration time 0.0330
INFO:root:step 12500: train loss 1.7254, val loss 1.8786, iteration time 0.0343
INFO:root:step 13000: train loss 1.7125, val loss 1.8452, iteration time 0.0339
INFO:root:step 13500: train loss 1.7064, val loss 1.8988, iteration time 0.0336
INFO:root:step 14000: train loss 1.7435, val loss 1.8949, iteration time 0.0340
INFO:root:step 14500: train loss 1.7074, val loss 1.8987, iteration time 0.0334
INFO:root:step 15000: train loss 1.6982, val loss 1.8668, iteration time 0.0331
INFO:root:step 15500: train loss 1.7106, val loss 1.8733, iteration time 0.0332
INFO:root:step 16000: train loss 1.6880, val loss 1.8561, iteration time 0.0335
INFO:root:step 16500: train loss 1.6986, val loss 1.9100, iteration time 0.0336
INFO:root:step 17000: train loss 1.7009, val loss 1.8753, iteration time 0.0343
INFO:root:step 17500: train loss 1.7088, val loss 1.8800, iteration time 0.0342
INFO:root:step 18000: train loss 1.7247, val loss 1.8780, iteration time 0.0347
INFO:root:step 18500: train loss 1.7127, val loss 1.9168, iteration time 0.0340
INFO:root:step 19000: train loss 1.7301, val loss 1.8955, iteration time 0.0306
INFO:root:step 19500: train loss 1.7273, val loss 1.8928, iteration time 0.0325
INFO:root:step 20000: train loss 1.6919, val loss 1.8707, iteration time 0.0342
INFO:root:step 20500: train loss 1.6914, val loss 1.8511, iteration time 0.0351
INFO:root:step 21000: train loss 1.6821, val loss 1.8708, iteration time 0.0342
INFO:root:step 21500: train loss 1.6750, val loss 1.8225, iteration time 0.0370
INFO:root:step 22000: train loss 1.7258, val loss 1.8895, iteration time 0.0309
INFO:root:step 22500: train loss 1.6900, val loss 1.8420, iteration time 0.0337
INFO:root:step 23000: train loss 1.7087, val loss 1.8343, iteration time 0.0328
INFO:root:step 23500: train loss 1.6931, val loss 1.8390, iteration time 0.0344
INFO:root:step 24000: train loss 1.7377, val loss 1.8661, iteration time 0.0301
INFO:root:step 24500: train loss 1.7067, val loss 1.8588, iteration time 0.0310
INFO:root:step 25000: train loss 1.6774, val loss 1.8542, iteration time 0.0303
INFO:root:step 25500: train loss 1.6772, val loss 1.8614, iteration time 0.0302
INFO:root:step 26000: train loss 1.7232, val loss 1.8941, iteration time 0.0311
INFO:root:step 26500: train loss 1.6937, val loss 1.8873, iteration time 0.0312
INFO:root:step 27000: train loss 1.7081, val loss 1.8902, iteration time 0.0300
INFO:root:step 27500: train loss 1.6956, val loss 1.8290, iteration time 0.0300
INFO:root:step 28000: train loss 1.7064, val loss 1.8229, iteration time 0.0310
INFO:root:step 28500: train loss 1.7346, val loss 1.8514, iteration time 0.0307
INFO:root:step 29000: train loss 1.6805, val loss 1.8624, iteration time 0.0300
INFO:root:step 29500: train loss 1.6902, val loss 1.9242, iteration time 0.0302
INFO:root:step 30000: train loss 1.7155, val loss 1.8290, iteration time 0.0308
INFO:root:step 30500: train loss 1.6963, val loss 1.8389, iteration time 0.0310
INFO:root:step 31000: train loss 1.6748, val loss 1.8781, iteration time 0.0302
INFO:root:step 31500: train loss 1.6939, val loss 1.8321, iteration time 0.0300
